Lemma,Count
orchard,5
ordeal,1
order,14
ordinary,1
organ,3
organic,1
organisation,2
organize,4
orient,1
original,7
originally,4
orphan,1
other,133
otherwise,3
ought,1
our,15
ourselve,1
oust,2
out,146
outcry,1
outer,1
outfit,1
outlaw,1
outlet,2
outpouring,1
outrageou,2
outside,7
outsider,2
outsmart,1
outspend,1
oval,1
ovation,3
over,81
overall,1
overbearing,1
overhaul,1
overhead,1
overhear,1
overheat,2
overlook,2
overly,1
oversea,2
oversee,2
overstatement,1
overwhelm,1
overwhelming,1
own,55
owner,9
ownership,6
o’clock,1
,5
p.m,1
pack,3
package,10
packaging,3
pad,2
paddle,2
page,5
pain,4
painful,4
painfully,1
paint,3
painting,1
pair,6
pairing,1
pal,1
palm,2
pancrea,1
pancrea,3
pancreatic,3
panel,1
papa,1
paper,3
parade,3
parent,29
park,2
parking,5
part,58
participate,2
particular,4
particularly,7
parting,1
partly,4
partner,10
partnership,2
partway,1
party,5
pas,7
passage,1
passenger,1
passion,6
passionate,3
past,5
pastor,3
pat,1
patch,1
patent,3
paternity,1
path,2
patience,1
patient,2
pause,1
pay,61
paycheck,3
payday,2
payment,3
payroll,4
pc,4
peace,1
peak,4
peek,2
peer,1
peg,1
pen,2
penalty,1
pencil,1
people,85
per,16
perceive,1
percentage,1
perch,1
perfect,11
perfection,1
perfectionist,2
perfectly,1
perform,5
performance,3
perhap,8
period,4
periodically,1
perk,2
permit,1
persistent,1
person,10
personal,45
personality,1
personally,5
peruse,1
petulant,1
phenomenally,1
phenomenon,1
philanthropic,2
philanthropy,2
philosophical,1
philosophy,1
phone,61
photo,14
photograph,1
photographer,1
phrase,1
phreak,2
phreak,1
physical,1
physically,1
physicist,2
physic,3
pick,8
picture,6
piece,15
pile,1
pillow,2
pin,2
pinch,2
pioneer,2
pirate,3
pis,1
pitch,6
pithy,1
pizza,1
place,22
plague,1
plain,2
plan,16
plane,4
planet,2
planned,1
planning,1
plant,3
planter,1
plasterboard,1
plastic,11
plate,2
platform,1
play,26
player,22
playful,1
playing,1
playlist,1
plead,1
please,1
pleased,1
pleasure,2
pledge,1
plenty,3
plow,1
plug,2
plume,1
plunge,1
plu,3
plywood,1
poca,1
pocket,12
pod,1
poem,1
poet,2
poetry,1
poignant,1
point,21
poison,1
pokey,1
pole,1
police,4
polite,1
politic,1
political,1
poll,1
polo,1
polygon,2
pond,1
pool,2
poor,4
poorly,1
pop,5
pope,1
popular,4
popularity,1
population,1
portable,1
portray,3
pose,2
position,2
possession,2
possibility,6
possible,5
possibly,1
post,2
poster,1
postpone,1
pot,1
potato,1
potential,13
potentially,1
pound,4
pour,1
poverty,1
power,13
powerful,11
powerfully,1
practical,1
practically,2
practice,2
practise,2
prank,3
pre,2
preach,1
precise,1
precociou,2
predict,6
prefer,4
preferred,1
pregnant,3
prepare,3
presence,2
present,5
presentation,9
preserve,1
president,11
presidential,1
pres,6
prestigiou,1
presumably,2
pretend,1
pretty,2
pretzel,1
prevail,2
price,41
prickly,1
primal,1
primarily,1
primary,1
prime,1
principal,2
principle,1
print,7
printer,4
prison,2
privacy,2
private,7
privilege,1
prize,1
probably,4
problem,31
procedure,1
proceed,1
proces,8
processing,2
processor,1
produce,4
product,73
production,3
professional,4
professionally,1
professor,4
profile,2
profit,22
profound,1
program,38
programme,5
programmer,5
programming,2
progres,1
progressive,1
project,24
prominent,1
promise,19
promote,4
prompt,2
promptly,1
pronounce,2
prop,1
propel,1
proper,3
properly,5
property,2
proponent,1
proportionately,1
proposal,1
propose,4
prospect,1
prospective,1
protect,1
protection,1
protein,2
protest,1
prototype,4
proud,2
proudly,2
prove,5
provide,9
provoke,1
prune,2
psychedelic,2
psychology,1
public,29
publication,2
publicist,1
publicity,1
publicly,6
publish,1
publisher,1
publishing,1
puck,1
puffy,1
pull,23
pulse,2
pump,1
pun,1
punch,4
punish,2
puppeteer,1
purchase,10
pure,2
purge,1
purity,3
purpose,4
pursue,5
push,25
put,45
putter,1
quadruple,1
qualification,1
quality,3
quandary,1
quarter,5
quartet,1
question,12
questionable,1
quick,3
quickly,15
quiet,3
quirk,1
quirkines,1
quirky,2
quit,5
quite,3
quiz,4
quo,1
quote,3
,2
race,2
racial,1
rack,1
radiation,1
radical,1
radically,1
radio,3
raft,1
ragtag,1
rail,1
rainbow,1
raise,7
raising,2
rally,4
ramble,1
random,4
range,2
rank,1
rankle,1
rapid,1
rapidly,1
rapper,1
rapt,1
rare,4
rarely,4
rate,1
rather,9
rational,1
rattle,2
ratty,1
ray,1
razor,1
razr,1
re,1
reach,14
read,17
reader,4
reading,6
ready,8
real,25
realise,7
realistic,6
reality,11
realization,2
realize,5
really,47
realm,2
reap,1
rear,2
rearrange,1
reason,5
rebel,2
rebelliou,1
rebound,1
rebuild,1
recalc,1
recalculate,1
recall,9
receive,7
recent,3
recently,7
receptionist,1
recipe,1
recommend,6
recommendation,1
reconsider,2
record,11
recorder,1
recording,2
recount,1
recover,1
recovery,2
recruit,4
rectangle,3
rectangular,3
recur,1
red,7
redemption,1
redesign,3
redo,3
redouble,1
redrawe,1
reduce,3
refer,1
reference,2
refine,5
refining,1
reflect,7
reflection,1
reflective,3
refreshing,1
refrigerator,2
refurbish,1
refuse,7
regard,1
register,2
regret,2
regular,6
regularly,12
regulate,1
rehearsal,1
reignite,1
reimagine,1
rein,1
reinvent,1
reject,5
rejection,1
rejuvenate,1
relapse,1
relate,2
relation,2
relationship,14
relatively,1
relax,2
relaxed,2
release,2
relentlessly,1
reliable,1
relief,1
relieve,1
religion,1
religiou,4
relish,1
rely,1
remade,1
remain,10
remake,2
remarkable,8
remarkably,2
remarry,1
remedy,1
remember,17
remind,1
reminder,1
reminisce,1
reminiscent,1
remote,2
remove,8
renovate,1
rent,6
rented,1
reopen,1
reorder,1
reorganisation,2
repair,1
repay,1
repeat,3
repeatedly,3
repertoire,1
replace,8
replaceable,1
replacement,1
replant,1
reply,1
report,11
reporter,19
represent,2
reprieve,1
reprint,1
reputation,3
request,1
require,14
rescue,3
research,7
resell,1
resemblance,1
resent,2
reserve,3
reset,1
resign,3
resilient,1
resist,2
resolve,2
resound,1
respect,5
respond,6
response,4
responsibility,1
rest,9
restart,1
restate,1
restaurant,4
restore,1
restrict,1
result,13
retail,2
retailer,2
retainer,1
retaliation,1
retelling,1
retire,3
retreat,1
retrospect,1
return,19
rev,1
reveal,3
revel,1
revelation,2
revenue,1
reverberate,1
review,2
reviewer,2
revive,1
revolt,1
revolution,8
revolutionary,1
revolutionize,3
reward,3
rewrite,3
rhino,2
rice,1
rich,7
riche,1
rickety,1
rid,1
ride,6
ridiculou,1
ridiculously,1
rig,1
right,42
rigid,2
ring,2
riot,1
rip,1
ripe,1
rise,1
risk,2
rite,1
rival,2
rivalry,1
riverbed,1
road,4
roar,4
robe,1
rock,8
rocket,2
rocky,1
role,8
roll,9
rollerblading,1
rolling,2
rom,1
romance,3
romantic,1
roof,3
room,27
root,3
rot,2
rotate,1
rotation,1
rough,2
roughly,4
round,3
rounded,5
routine,2
row,3
rub,2
rule,9
rumor,1
run,54
rush,7
résumé,1
sacrifice,1
sad,1
sadnes,1
safe,2
saint,1
salad,1
salaried,1
salary,3
sale,54
salesman,5
salesmanship,1
salesperson,2
salt,1
same,27
sample,1
san,1
sand,1
sandal,4
sandwich,1
sap,1
sarcastic,1
satisfactory,1
satisfy,1
sauce,1
save,12
saving,1
savvy,1
say,230
scabie,1
scan,5
scared,1
scary,1
scatter,4
scene,4
sceptical,3
schedule,3
schematic,1
scholarship,1
school,59
schoolyard,1
science,9
scientific,1
scientist,8
scoff,1
score,3
scramble,1
scrap,2
scrape,2
scratch,4
scream,4
screen,33
screening,1
screenshot,1
screw,2
script,1
scriptwriter,2
scroll,1
scrolling,1
scrounge,3
sculpture,2
seal,2
seamlessly,2
search,9
season,2
seat,4
second,17
secrecy,1
secret,6
secretary,1
secrete,1
section,1
security,4
see,92
seed,2
seek,6
seeker,1
seem,13
seemingly,2
selection,1
self,2
selfish,1
sell,112
seller,1
semester,5
semiconducting,1
semiconductor,4
send,14
senior,4
sensation,1
sense,10
sensitive,1
sentence,3
sentimental,2
separate,3
sequel,1
serie,7
serif,2
seriou,6
seriously,6
serve,5
service,11
session,3
set,26
setback,3
setting,1
settle,14
settlement,3
seven,9
seventeen,4
seventh,2
seventy,3
several,34
severance,1
shade,3
shake,2
shape,10
share,67
shareholder,7
sharing,1
sharp,4
sharpen,1
sharper,1
sharply,3
shave,1
she,100
sheet,6
shelf,6
shell,1
sheltered,1
shelve,1
sheriff,1
shift,5
ship,5
shipping,1
shirt,7
shock,2
shocking,1
shoddy,1
shoe,5
shoot,7
shop,2
short,22
shorten,2
shortly,6
shot,1
should,24
shoulder,1
shout,2
shove,1
show,32
showdown,1
shower,6
showing,1
showman,4
shrink,1
shrug,1
shuffle,2
shun,1
shush,1
shut,6
shutdown,1
shy,2
sick,1
side,8
sightednes,1
sign,17
signal,1
signature,1
significant,6
significantly,1
silhouette,1
silicon,2
silly,1
similar,3
similarly,1
simmer,1
simple,17
simplicity,3
simplify,2
simplistic,1
simply,10
simulation,1
since,22
sing,2
singe,1
singer,3
single,10
sink,1
sister,12
sit,17
site,2
situation,4
six,18
sixteen,1
sixth,1
sixty,3
size,8
sized,2
skeletally,1
sketch,4
skill,4
skin,1
skinny,2
skip,3
skirt,1
skull,1
slack,1
slash,1
slay,1
sledgehammer,1
sleek,4
sleep,4
sleeve,1
slender,1
sleuthing,1
slice,2
slick,1
slide,4
slightly,1
slim,2
slip,7
slobber,1
slogan,5
sloppy,2
slot,7
slow,5
slowly,3
slump,1
small,45
smart,3
smash,1
smell,4
smile,2
smoke,2
smooth,2
smoothly,1
smug,1
snake,1
snap,4
snarky,1
snatch,1
sneaker,1
sneer,1
sneeringly,1
sniff,1
snip,1
snow,2
so,149
soar,3
sob,1
soba,1
social,5
socially,1
socket,1
soda,1
sofa,3
soft,2
software,78
solid,1
solidly,1
solution,5
solve,1
some,96
somebody,1
someday,4
somehow,4
someone,24
something,50
sometime,19
somewhat,1
somewhere,1
son,24
song,27
sonnet,1
soon,23
sophisticated,5
sophistication,3
sophomore,1
sorely,1
sorry,3
sort,12
soul,2
sound,7
sour,1
source,2
south,2
spa,1
space,10
spanish,1
spare,2
spark,2
sparkle,1
speak,10
speaker,2
special,29
specialise,1
specialised,2
specialist,3
specially,1
specie,1
specific,3
specifically,4
speculate,2
speculation,1
speech,8
speed,3
speedy,1
spell,3
spellbind,1
spend,30
spiffy,1
spirit,3
spirited,1
spiritual,6
spirituality,1
spit,1
splash,1
splashing,1
split,5
splurge,1
spoil,2
sponsor,1
sport,1
spot,6
sprawl,1
spread,10
spreadsheet,3
spring,6
sprout,1
spry,1
spur,2
square,3
stable,2
stack,2
staff,5
staffer,1
stage,5
staging,1
staid,1
stainles,2
staircase,2
stake,2
stale,2
stand,12
standard,5
standpoint,1
star,7
stare,2
start,51
starting,1
startling,1
startup,1
starve,1
state,1
statement,2
static,1
station,3
statistically,1
statu,2
stay,11
steal,5
steam,1
steamy,1
steel,2
steep,3
steering,1
stellar,3
stem,1
step,5
stereo,1
stick,5
still,61
stock,59
stomach,5
stone,1
stop,19
storage,4
store,37
story,36
storyteller,1
straggly,1
straight,2
strange,2
strategic,1
strategy,1
stream,1
street,2
stres,2
stretch,3
strict,2
strike,6
string,3
strip,1
stroll,1
strong,12
strongly,1
structure,3
struggle,9
strum,1
stubble,1
student,28
study,17
stuff,7
stumble,1
stun,1
stunning,1
stunningly,1
stunt,1
stupid,1
style,2
stylu,3
subdivision,1
subdue,1
subject,3
subscription,1
subsist,1
substantial,2
substantive,1
subtle,1
suburbia,1
succeed,1
succes,12
successful,10
successfully,3
successive,1
successor,2
succinct,1
succumb,2
such,17
suck,2
sudden,2
suddenly,4
sue,5
suffer,4
sugar,2
suggest,7
suggestion,3
suit,6
sulk,1
sully,1
sum,1
summarily,2
summer,21
summon,4
sunflower,1
sunset,1
super,1
supermarket,1
supervision,2
supplier,1
supply,3
support,11
supporter,3
suppose,6
suppres,1
sure,9
surely,1
surf,1
surface,2
surfer,1
surge,1
surgery,19
surname,1
surprise,4
surprisingly,2
surround,2
survey,2
survive,1
survivor,1
sushi,4
sustain,1
svelte,1
swathe,1
sway,1
sweat,2
sweet,2
sweetheart,1
swell,1
swift,1
swimming,2
swing,2
swipe,1
switch,7
sympathy,1
sync,2
synthesizer,1
syrian,1
system,24
table,6
tablet,9
tacitly,1
tactic,1
tactile,1
tag,2
tagline,2
tailor,2
tailspin,1
take,117
tale,1
talent,1
talented,2
talk,28
talking,1
tall,1
tangle,2
tank,2
tantrum,2
tape,5
tapestry,1
targeted,2
tarnish,2
task,4
taste,5
tax,1
taxi,1
teach,11
teacher,11
teaching,1
team,48
tear,5
tearfully,1
tease,1
tech,11
technical,3
technically,2
technician,2
technique,2
technology,35
tediou,1
teen,7
teenager,1
telephone,2
television,24
tell,114
temper,1
temperamental,1
temple,2
temporarily,1
temporary,2
ten,20
tenacity,1
tend,2
tension,1
tenth,1
term,4
test,8
textbook,2
than,119
thank,14
that,665
the,2658
theatre,1
their,147
themselve,5
then,84
theorist,1
theory,1
therapy,3
there,90
these,19
they,337
thick,1
thin,7
thing,70
think,64
thinker,4
thinking,4
third,9
thirteen,6
thirtieth,1
thirty,20
thi,68
those,39
though,58
thought,2
thousand,23
thread,2
threaten,2
three,50
thrill,2
thrilled,2
thrive,1
through,30
throughout,6
throw,10
throwback,1
thumb,1
thumping,1
thu,2
ticket,3
tidy,1
tie,4
tight,2
tilt,1
time,149
timing,4
tinker,4
tinkerer,1
tinkering,1
tiny,12
tipper,1
tirade,1
tired,3
tissue,1
title,5
to,1606
toaster,1
today,18
toddler,1
together,42
toilet,3
ton,2
tone,2
toner,1
tongue,2
too,55
tool,10
tooth,2
top,29
topic,1
topple,1
total,6
totally,2
touch,14
tough,6
tout,1
toward,6
town,5
toy,7
track,10
tract,1
trade,12
trademark,1
trading,1
traditional,4
trail,1
train,1
trait,2
transfer,4
transform,1
transistor,5
transition,1
translate,1
translation,1
translucence,1
translucent,3
transmission,1
transmit,1
transplant,5
trap,1
traumatic,1
travel,9
tray,5
treasure,1
treat,2
treatment,3
tree,2
tremendou,1
trial,1
triangular,2
tribe,1
tribute,1
tricky,1
trigonometry,1
trim,1
trinket,1
trio,1
trip,13
triple,2
trouble,7
troublemaker,2
trouser,1
true,25
truly,11
trust,5
truth,5
try,61
tube,1
tug,1
tuition,2
tumour,6
tumult,1
tumultuou,1
tune,5
tunnel,1
turbulent,1
turmoil,1
turn,43
turnaround,3
turtleneck,6
tv,2
tweak,2
tweaker,3
twelve,3
twenty,20
twice,6
twist,4
twitch,1
two,74
type,11
typeface,3
typestyle,1
typewriter,1
typical,5
typically,1
tyrannical,1
,1
ugly,6
ultimate,4
ultimately,14
ultimatum,1
ultra,1
unabashed,1
unable,3
unagi,1
unbelievable,2
unblinking,1
uncare,1
uncaring,1
uncertain,3
uncomfortable,2
uncommon,1
unconventional,1
unconvinced,1
under,13
underdog,1
undergo,1
undergraduate,1
underlying,1
understand,17
understanding,2
understatement,1
underway,1
undeveloped,1
undisclosed,1
undres,1
unexpected,3
unfaze,1
unfinished,1
unfortunately,3
unfurl,1
unfurnished,1
unhappy,1
unheated,1
uniform,7
unimaginable,1
unimaginative,1
unimpressed,1
unintended,1
unique,4
unit,3
universal,1
universe,6
university,5
unknowing,1
unknown,1
unles,2
unlike,2
unlock,1
unlocked,1
unmarried,2
unmistakable,1
unnecessary,1
unnerve,1
unpleasant,2
unprecedented,1
unprofitable,1
unrealistic,1
unreliable,1
unroll,1
unseen,1
unsettling,1
unstoppable,1
unsuccessfully,1
unsure,3
untested,1
until,21
untrue,1
unusual,10
unusually,3
unveil,4
unveiling,1
up,166
upbeat,2
update,1
upend,1
upfront,1
upgrade,1
uphill,1
uphold,1
upload,1
upset,5
upside,1
upstart,2
urge,8
urologist,1
use,78
useful,9
user,33
usual,2
usually,4
vacate,1
vacation,1
vacuum,1
valley,2
valuable,3
value,11
van,1
variable,1
variou,7
vary,1
vast,2
ve,13
vegan,5
vegetable,7
vegetarian,5
venture,3
verge,2
verse,1
version,15
versu,1
very,48
vice,3
victory,2
video,14
videocamera,1
videotape,1
view,7
viewer,2
vilify,1
violinist,1
virtual,1
virtually,1
viru,1
visible,2
vision,15
visionary,5
visit,24
visitor,1
vista,1
vitally,1
vivid,1
vocal,2
voice,5
volatile,1
volume,1
vote,2
vs,1
wag,1
wait,7
waiter,1
waiting,2
wake,1
walgreen,1
walk,20
wall,3
wander,5
want,132
war,1
wardrobe,2
warm,4
warn,5
wash,2
washing,2
waste,3
watch,10
water,11
wave,3
waver,1
way,65
we,73
weak,1
weakening,1
wealth,3
wealthy,3
wear,19
weather,1
weave,1
web,9
wedding,1
weed,1
week,21
weekend,5
weigh,3
weight,5
welcome,5
welfare,2
well,86
western,1
what,113
whatddya,1
whatever,8
wheel,3
wheelchair,1
when,155
whenever,1
where,28
whether,10
which,82
whiff,1
while,61
whine,1
whiner,1
whip,1
whirlwind,2
whirring,1
whistle,2
white,13
whiteboard,1
whiz,1
who,150
whoever,1
whole,23
whom,3
whose,4
why,14
wide,3
widely,2
widget,1
wife,17
wiggle,2
wild,1
wildernes,1
wildly,3
wilful,1
will,17
willed,3
willing,4
win,12
wind,2
windfall,1
winding,1
window,5
wine,1
wink,1
winter,2
wipe,1
wire,1
wireles,2
wiry,2
wisdom,1
wise,1
wish,3
with,456
within,10
without,27
witnes,1
wizard,1
woman,9
wonder,5
wonderful,4
wood,1
woode,1
wooden,1
woodside,1
word,13
work,160
workaholic,1
workbench,2
workbook,1
worker,8
working,1
workshop,1
workstation,1
world,36
worldwide,2
worried,2
worry,9
worship,1
worth,18
worthles,1
would,360
wound,1
wow,4
woz,1
wrap,1
wrapper,1
wreckage,1
wrestle,3
wrinkle,1
wrist,1
write,52
writer,5
writing,2
wrong,8
wrongdoing,2
yacht,1
yank,1
yard,1
year,189
yearbook,4
yearn,1
yell,3
ye,6
yet,14
yogurt,1
you,122
young,42
your,42
youth,2
youthful,2
zero,2
zoom,1
ø,5
,193
,75
,15
’ll,11
,13
’re,18
,362
’ve,14
,8
